% * This data was exported from the Dayton Audio Test System: DATS
% *
% D    	130	[mm]
% Re   	4.191	[Ohms]
% Fs   	30.68	[Hz]
% Zm   	6.918	[Ohms]
% BL   	0	[N/A]
% Qms  	0.5716
% Qes  	0.8781
% Qts  	0.3462
% Vas  	0 	[liters]
% L10k 	0.2423	[mH]
% n0   	0	[%]
% dBSPL  	0	[1W/1m]
% Ms   	0	[grams]
% Cms  	0	[mm/N]
% *
% *
% Freq            Impedance       Phase
1.029    	4.211    	1.555    
1.059    	4.211    	1.555    
1.091    	4.211    	1.555    
1.122    	4.211    	1.555    
1.155    	4.211    	1.555    
1.189    	4.211    	1.555    
1.224    	4.211    	1.555    
1.260    	4.211    	1.555    
1.297    	4.211    	1.555    
1.335    	4.203    	1.641    
1.374    	4.203    	1.641    
1.414    	4.203    	1.641    
1.456    	4.203    	1.641    
1.498    	4.203    	1.641    
1.542    	4.203    	1.641    
1.587    	4.203    	1.641    
1.634    	4.203    	1.641    
1.682    	4.197    	1.744    
1.731    	4.197    	1.744    
1.782    	4.197    	1.744    
1.834    	4.197    	1.744    
1.888    	4.197    	1.744    
1.943    	4.197    	1.744    
2.000    	4.194    	1.888    
2.059    	4.194    	1.888    
2.119    	4.194    	1.888    
2.181    	4.194    	1.888    
2.245    	4.194    	1.888    
2.311    	4.194    	1.888    
2.378    	4.196    	2.061    
2.448    	4.196    	2.061    
2.520    	4.196    	2.061    
2.594    	4.196    	2.061    
2.670    	4.198    	2.287    
2.748    	4.198    	2.287    
2.828    	4.198    	2.287    
2.911    	4.198    	2.287    
2.997    	4.201    	2.530    
3.084    	4.201    	2.530    
3.175    	4.201    	2.530    
3.268    	4.201    	2.530    
3.364    	4.210    	2.812    
3.462    	4.210    	2.812    
3.564    	4.210    	2.812    
3.668    	4.211    	3.114    
3.775    	4.211    	3.114    
3.886    	4.211    	3.114    
4.000    	4.215    	3.412    
4.117    	4.215    	3.412    
4.238    	4.215    	3.412    
4.362    	4.210    	3.711    
4.490    	4.210    	3.711    
4.621    	4.210    	3.711    
4.757    	4.212    	4.007    
4.896    	4.212    	4.007    
5.040    	4.218    	4.288    
5.187    	4.218    	4.288    
5.339    	4.229    	4.555    
5.496    	4.229    	4.555    
5.657    	4.243    	4.799    
5.823    	4.243    	4.799    
5.993    	4.257    	5.030    
6.169    	4.257    	5.030    
6.350    	4.268    	5.266    
6.536    	4.268    	5.266    
6.727    	4.276    	5.509    
6.924    	4.276    	5.509    
7.127    	4.282    	5.765    
7.336    	4.287    	6.035    
7.551    	4.287    	6.035    
7.772    	4.293    	6.308    
8.000    	4.302    	6.584    
8.234    	4.302    	6.584    
8.476    	4.316    	6.867    
8.724    	4.332    	7.162    
8.980    	4.346    	7.468    
9.243    	4.346    	7.468    
9.514    	4.360    	7.772    
9.792    	4.373    	8.079    
10.079    	4.386    	8.401    
10.375    	4.400    	8.731    
10.679    	4.415    	9.057    
10.992    	4.429    	9.376    
11.314    	4.444    	9.687    
11.645    	4.459    	9.993    
11.986    	4.475    	10.295    
12.338    	4.495    	10.590    
12.699    	4.517    	10.882    
13.071    	4.539    	11.174    
13.454    	4.560    	11.466    
13.849    	4.582    	11.763    
14.254    	4.605    	12.063    
14.672    	4.644    	12.502    
15.102    	4.688    	12.927    
15.545    	4.719    	13.207    
16.000    	4.764    	13.616    
16.469    	4.810    	14.008    
16.951    	4.863    	14.389    
17.448    	4.924    	14.761    
17.959    	4.992    	15.104    
18.486    	5.060    	15.409    
19.027    	5.134    	15.681    
19.585    	5.239    	15.987    
20.159    	5.325    	16.151    
20.749    	5.416    	16.273    
21.357    	5.543    	16.339    
21.983    	5.672    	16.283    
22.627    	5.801    	16.105    
23.290    	5.932    	15.764    
23.973    	6.060    	15.259    
24.675    	6.188    	14.574    
25.398    	6.314    	13.756    
26.143    	6.438    	12.822    
26.909    	6.583    	11.570    
27.697    	6.715    	10.294    
28.509    	6.799    	9.291    
29.344    	6.872    	8.062    
30.204    	6.914    	6.555    
31.089    	6.915    	5.260    
32.000    	6.893    	3.854    
32.938    	6.853    	2.382    
33.903    	6.802    	0.927    
34.896    	6.749    	-0.330    
35.919    	6.685    	-1.356    
36.971    	6.610    	-2.182    
38.055    	6.528    	-2.866    
39.170    	6.426    	-3.538    
40.317    	6.325    	-4.112    
41.499    	6.227    	-4.576    
42.715    	6.138    	-4.965    
43.967    	6.068    	-5.326    
45.255    	5.986    	-5.588    
46.581    	5.924    	-5.463    
47.946    	5.867    	-5.065    
49.351    	5.839    	-4.828    
50.797    	5.784    	-4.927    
52.285    	5.712    	-5.152    
53.817    	5.673    	-5.172    
55.394    	5.636    	-5.043    
57.018    	5.599    	-4.928    
58.688    	5.566    	-4.775    
60.408    	5.522    	-4.625    
62.178    	5.492    	-4.510    
64.000    	5.487    	-4.439    
65.875    	5.479    	-4.161    
67.806    	5.467    	-3.813    
69.792    	5.432    	-3.658    
71.838    	5.416    	-3.716    
73.943    	5.420    	-3.659    
76.109    	5.422    	-3.410    
78.339    	5.401    	-3.239    
80.635    	5.390    	-3.424    
82.998    	5.416    	-3.591    
85.430    	5.435    	-3.548    
87.933    	5.409    	-3.412    
90.510    	5.385    	-3.770    
