4.000000000000e+01 3.752450000000e+03 -2.988660000000e+02
4.074800000000e+01 4.492230000000e+03 -9.978900000000e+01
4.151100000000e+01 4.188910000000e+03 -3.141900000000e+02
4.228700000000e+01 5.444490000000e+03 -1.495250000000e+02
4.307800000000e+01 3.114720000000e+03 -1.345080000000e+01
4.388400000000e+01 4.182080000000e+03 -2.501770000000e+01
4.470500000000e+01 5.538490000000e+03 -2.817370000000e+02
4.554100000000e+01 4.164370000000e+03 2.415200000000e+02
4.639300000000e+01 3.465660000000e+03 -1.413310000000e+02
4.726100000000e+01 3.761560000000e+03 5.510680000000e+02
4.814500000000e+01 4.177440000000e+03 -3.171380000000e+02
4.904600000000e+01 4.107450000000e+03 -7.001410000000e+02
4.996300000000e+01 4.302100000000e+03 -9.410060000000e+02
5.089800000000e+01 4.392210000000e+03 4.867250000000e+02
5.185000000000e+01 4.167270000000e+03 7.881460000000e+01
5.282000000000e+01 4.273760000000e+03 3.287140000000e+02
5.380800000000e+01 4.605730000000e+03 -6.160740000000e+02
5.481500000000e+01 4.221170000000e+03 1.917570000000e+02
5.584000000000e+01 3.759960000000e+03 -3.777480000000e+02
5.688500000000e+01 3.692590000000e+03 -1.131190000000e+02
5.794900000000e+01 3.868930000000e+03 2.803240000000e+02
5.903300000000e+01 3.905820000000e+03 4.976590000000e+01
6.013700000000e+01 3.657780000000e+03 2.594750000000e+02
6.126200000000e+01 4.183330000000e+03 3.629000000000e+02
6.240800000000e+01 4.227860000000e+03 -1.495310000000e+02
6.357500000000e+01 3.639240000000e+03 2.876560000000e+02
6.476500000000e+01 4.660470000000e+03 1.326310000000e+02
6.597600000000e+01 4.370280000000e+03 -3.810370000000e+02
6.721000000000e+01 4.025320000000e+03 -3.760070000000e+02
6.846800000000e+01 3.990140000000e+03 -1.429780000000e+02
6.974900000000e+01 4.061210000000e+03 -2.632140000000e+02
7.105300000000e+01 3.967570000000e+03 2.460790000000e+01
7.238200000000e+01 4.208070000000e+03 7.724340000000e+01
7.373600000000e+01 4.226440000000e+03 1.115320000000e+02
7.511600000000e+01 4.391560000000e+03 -2.029960000000e+02
7.652100000000e+01 4.245460000000e+03 5.765520000000e+01
7.795200000000e+01 3.989290000000e+03 2.280820000000e+02
7.941100000000e+01 3.976750000000e+03 -6.029330000000e+01
8.089600000000e+01 4.101740000000e+03 3.920640000000e+01
8.241000000000e+01 3.876860000000e+03 -3.289820000000e+02
8.395100000000e+01 3.929800000000e+03 -3.441340000000e+02
8.552200000000e+01 4.024440000000e+03 -8.534450000000e+01
8.712100000000e+01 4.230360000000e+03 6.044160000000e+01
8.875100000000e+01 4.213630000000e+03 1.511920000000e+01
9.041100000000e+01 4.135330000000e+03 -9.669550000000e+00
9.210300000000e+01 4.113040000000e+03 -4.315510000000e+01
9.382600000000e+01 4.006560000000e+03 2.039040000000e+02
9.558100000000e+01 4.213530000000e+03 1.855890000000e+02
9.736900000000e+01 3.927450000000e+03 6.953170000000e+01
9.919000000000e+01 4.090490000000e+03 2.134770000000e+02
1.010500000000e+02 4.104340000000e+03 -7.766230000000e+01
1.029400000000e+02 3.837960000000e+03 8.986410000000e+00
1.048600000000e+02 4.025240000000e+03 -4.401240000000e+01
1.068200000000e+02 4.289150000000e+03 2.026060000000e+02
1.088200000000e+02 4.056950000000e+03 -5.838490000000e+01
1.108600000000e+02 4.279460000000e+03 -1.244330000000e+02
1.129300000000e+02 4.025850000000e+03 8.812570000000e+01
1.150400000000e+02 4.125380000000e+03 -3.145790000000e+01
1.172000000000e+02 4.119710000000e+03 2.103360000000e+02
1.193900000000e+02 4.004920000000e+03 -9.425600000000e+01
1.216200000000e+02 4.064550000000e+03 -2.044470000000e+02
1.239000000000e+02 3.892620000000e+03 8.557410000000e+01
1.262100000000e+02 4.152220000000e+03 -1.127620000000e+01
1.285800000000e+02 4.080700000000e+03 5.107260000000e+01
1.309800000000e+02 4.138300000000e+03 -6.946200000000e+01
1.334300000000e+02 4.234000000000e+03 1.503150000000e+02
1.359300000000e+02 3.991400000000e+03 -1.166640000000e+01
1.384700000000e+02 3.968270000000e+03 -6.152020000000e+01
1.410600000000e+02 4.124940000000e+03 -3.696940000000e+01
1.437000000000e+02 3.943550000000e+03 -1.472830000000e+02
1.463900000000e+02 4.118530000000e+03 3.701220000000e+01
1.491300000000e+02 4.136950000000e+03 6.809730000000e+01
1.519200000000e+02 4.226220000000e+03 -9.167160000000e+01
1.547600000000e+02 4.004070000000e+03 -4.860740000000e+00
1.576500000000e+02 4.078970000000e+03 -8.588940000000e+01
1.606000000000e+02 4.010170000000e+03 7.253840000000e+01
1.636100000000e+02 4.316080000000e+03 -8.996800000000e+01
1.666700000000e+02 4.145010000000e+03 8.880410000000e+01
1.697800000000e+02 4.277820000000e+03 -9.897270000000e+01
1.729600000000e+02 4.281700000000e+03 -5.789220000000e+01
1.762000000000e+02 4.030720000000e+03 -4.898140000000e+01
1.794900000000e+02 4.068410000000e+03 -3.528390000000e+01
1.828500000000e+02 4.147660000000e+03 1.139690000000e+02
1.862700000000e+02 3.896260000000e+03 -2.745080000000e+01
1.897500000000e+02 4.077630000000e+03 5.453750000000e+01
1.933000000000e+02 4.012080000000e+03 8.366960000000e+01
1.969200000000e+02 3.969130000000e+03 -5.719780000000e+01
2.006000000000e+02 4.193760000000e+03 -2.812490000000e+01
2.043600000000e+02 4.092650000000e+03 2.755770000000e+01
2.081800000000e+02 4.054330000000e+03 3.720880000000e+01
2.120700000000e+02 4.083280000000e+03 -9.682810000000e+01
2.160400000000e+02 4.089620000000e+03 1.350450000000e+02
2.200800000000e+02 4.004150000000e+03 5.940040000000e+01
2.242000000000e+02 3.984380000000e+03 3.087740000000e+01
2.283900000000e+02 4.066730000000e+03 5.465760000000e+01
2.326700000000e+02 4.058770000000e+03 -2.324340000000e+01
2.370200000000e+02 4.113170000000e+03 8.363320000000e+01
2.414500000000e+02 4.084950000000e+03 4.673310000000e+01
2.459700000000e+02 4.071170000000e+03 -1.667590000000e+02
2.505700000000e+02 4.130920000000e+03 -8.077400000000e+01
2.552600000000e+02 4.043120000000e+03 1.640750000000e+01
2.600300000000e+02 4.104580000000e+03 -1.954680000000e+00
2.649000000000e+02 4.127930000000e+03 -1.377660000000e+01
2.698500000000e+02 4.105510000000e+03 1.427730000000e+01
2.749000000000e+02 4.048640000000e+03 -1.445880000000e+01
2.800400000000e+02 3.981830000000e+03 -9.517910000000e+01
2.852800000000e+02 4.155800000000e+03 -2.815040000000e+00
2.906200000000e+02 4.054280000000e+03 -1.175280000000e+01
2.960500000000e+02 4.039150000000e+03 3.056010000000e+01
3.015900000000e+02 4.075120000000e+03 -5.794130000000e+01
3.072300000000e+02 4.023830000000e+03 7.328910000000e+01
3.129800000000e+02 4.107430000000e+03 -2.371020000000e+00
