% * This data was exported from the Dayton Audio Test System: DATS
% *
% D    	130	[mm]
% Re   	4.171	[Ohms]
% Fs   	52.69	[Hz]
% Zm   	8.861	[Ohms]
% BL   	3.576	[N/A]
% Qms  	2.519
% Qes  	2.241
% Qts  	1.186
% Vas  	10.88 	[liters]
% L10k 	0.2204	[mH]
% n0   	0.0677	[%]
% dBSPL  	80.41	[1W/1m]
% Ms   	20.75	[grams]
% Cms  	0.44	[mm/N]
% *
% *
% Freq            Impedance       Phase
1.029    	4.184    	0.471    
1.059    	4.184    	0.471    
1.091    	4.184    	0.471    
1.122    	4.184    	0.471    
1.155    	4.184    	0.471    
1.189    	4.184    	0.471    
1.224    	4.184    	0.471    
1.260    	4.184    	0.471    
1.297    	4.184    	0.471    
1.335    	4.179    	0.589    
1.374    	4.179    	0.589    
1.414    	4.179    	0.589    
1.456    	4.179    	0.589    
1.498    	4.179    	0.589    
1.542    	4.179    	0.589    
1.587    	4.179    	0.589    
1.634    	4.179    	0.589    
1.682    	4.177    	0.693    
1.731    	4.177    	0.693    
1.782    	4.177    	0.693    
1.834    	4.177    	0.693    
1.888    	4.177    	0.693    
1.943    	4.177    	0.693    
2.000    	4.180    	0.840    
2.059    	4.180    	0.840    
2.119    	4.180    	0.840    
2.181    	4.180    	0.840    
2.245    	4.180    	0.840    
2.311    	4.180    	0.840    
2.378    	4.184    	1.008    
2.448    	4.184    	1.008    
2.520    	4.184    	1.008    
2.594    	4.184    	1.008    
2.670    	4.188    	1.206    
2.748    	4.188    	1.206    
2.828    	4.188    	1.206    
2.911    	4.188    	1.206    
2.997    	4.189    	1.380    
3.084    	4.189    	1.380    
3.175    	4.189    	1.380    
3.268    	4.189    	1.380    
3.364    	4.195    	1.552    
3.462    	4.195    	1.552    
3.564    	4.195    	1.552    
3.668    	4.194    	1.720    
3.775    	4.194    	1.720    
3.886    	4.194    	1.720    
4.000    	4.197    	1.874    
4.117    	4.197    	1.874    
4.238    	4.197    	1.874    
4.362    	4.193    	2.027    
4.490    	4.193    	2.027    
4.621    	4.193    	2.027    
4.757    	4.195    	2.186    
4.896    	4.195    	2.186    
5.040    	4.194    	2.332    
5.187    	4.194    	2.332    
5.339    	4.197    	2.457    
5.496    	4.197    	2.457    
5.657    	4.204    	2.565    
5.823    	4.204    	2.565    
5.993    	4.215    	2.680    
6.169    	4.215    	2.680    
6.350    	4.226    	2.823    
6.536    	4.226    	2.823    
6.727    	4.234    	2.979    
6.924    	4.234    	2.979    
7.127    	4.239    	3.134    
7.336    	4.242    	3.295    
7.551    	4.242    	3.295    
7.772    	4.241    	3.464    
8.000    	4.239    	3.637    
8.234    	4.239    	3.637    
8.476    	4.239    	3.810    
8.724    	4.242    	3.978    
8.980    	4.247    	4.141    
9.243    	4.247    	4.141    
9.514    	4.253    	4.299    
9.792    	4.259    	4.456    
10.079    	4.264    	4.617    
10.375    	4.268    	4.776    
10.679    	4.269    	4.922    
10.992    	4.267    	5.056    
11.314    	4.267    	5.180    
11.645    	4.268    	5.298    
11.986    	4.272    	5.411    
12.338    	4.279    	5.523    
12.699    	4.285    	5.641    
13.071    	4.292    	5.771    
13.454    	4.299    	5.912    
13.849    	4.307    	6.060    
14.254    	4.317    	6.212    
14.672    	4.333    	6.453    
15.102    	4.352    	6.727    
15.545    	4.363    	6.930    
16.000    	4.373    	7.221    
16.469    	4.382    	7.515    
16.951    	4.389    	7.827    
17.448    	4.393    	8.102    
17.959    	4.396    	8.341    
18.486    	4.399    	8.570    
19.027    	4.408    	8.774    
19.585    	4.427    	9.034    
20.159    	4.445    	9.234    
20.749    	4.466    	9.457    
21.357    	4.489    	9.786    
21.983    	4.505    	10.124    
22.627    	4.520    	10.470    
23.290    	4.536    	10.803    
23.973    	4.557    	11.118    
24.675    	4.586    	11.446    
25.398    	4.620    	11.826    
26.143    	4.652    	12.250    
26.909    	4.684    	12.865    
27.697    	4.712    	13.447    
28.509    	4.731    	13.820    
29.344    	4.760    	14.122    
30.204    	4.816    	14.377    
31.089    	4.888    	14.663    
32.000    	4.972    	15.168    
32.938    	5.057    	15.852    
33.903    	5.150    	16.660    
34.896    	5.250    	17.548    
35.919    	5.348    	18.470    
36.971    	5.437    	19.251    
38.055    	5.542    	19.723    
39.170    	5.717    	19.909    
40.317    	5.945    	19.914    
41.499    	6.206    	19.807    
42.715    	6.503    	19.529    
43.967    	6.834    	18.968    
45.255    	7.191    	18.248    
46.581    	7.478    	16.759    
47.946    	7.775    	14.112    
49.351    	8.149    	10.887    
50.797    	8.579    	7.289    
52.285    	8.839    	4.280    
53.817    	8.762    	1.060    
55.394    	8.485    	-3.683    
57.018    	8.203    	-7.766    
58.688    	7.872    	-11.065    
60.408    	7.468    	-14.002    
62.178    	7.162    	-15.709    
64.000    	6.932    	-15.683    
65.875    	6.585    	-15.268    
67.806    	6.276    	-15.770    
69.792    	6.146    	-16.205    
71.838    	6.045    	-15.418    
73.943    	5.803    	-14.852    
76.109    	5.580    	-15.821    
78.339    	5.513    	-16.582    
80.635    	5.445    	-15.728    
82.998    	5.301    	-14.289    
85.430    	5.140    	-13.591    
87.933    	5.058    	-13.291    
90.510    	4.993    	-12.500    
93.162    	4.913    	-12.355    
95.892    	4.871    	-12.126    
98.701    	4.855    	-11.275    
101.594    	4.786    	-9.682    
104.571    	4.656    	-9.275    
107.635    	4.658    	-8.959    
110.789    	4.589    	-8.114    
114.035    	4.584    	-7.773    
117.377    	4.581    	-6.864    
120.816    	4.524    	-5.777    
124.356    	4.486    	-5.686    
128.000    	4.490    	-5.147    
