   4.0000000e+01   1.7311423e+02
   4.0931720e+01   1.8825395e+02
   4.1885142e+01   1.4343759e+02
   4.2860772e+01   1.3501358e+02
   4.3859128e+01   1.5339202e+02
   4.4880738e+01   1.6256140e+02
   4.5926145e+01   1.4195300e+02
   4.6995902e+01   1.7828824e+02
   4.8090577e+01   1.5626871e+02
   4.9210751e+01   1.2371994e+02
   5.0357016e+01   1.5997776e+02
   5.1529982e+01   1.9045929e+02
   5.2730270e+01   1.6136957e+02
   5.3958515e+01   1.6751426e+02
   5.5215371e+01   1.5869798e+02
   5.6501502e+01   1.4602634e+02
   5.7817591e+01   1.6496981e+02
   5.9164336e+01   1.6595225e+02
   6.0542450e+01   1.5968411e+02
   6.1952665e+01   1.6101952e+02
   6.3395728e+01   1.6787354e+02
   6.4872404e+01   1.5767348e+02
   6.6383476e+01   1.6427170e+02
   6.7929746e+01   1.6227097e+02
   6.9512033e+01   1.5120079e+02
   7.1131176e+01   1.5535344e+02
   7.2788034e+01   1.6347575e+02
   7.4483485e+01   1.5961752e+02
   7.6218429e+01   1.5853534e+02
   7.7993784e+01   1.5850461e+02
   7.9810493e+01   1.6514731e+02
   8.1669518e+01   1.5714503e+02
   8.3571845e+01   1.5107246e+02
   8.5518484e+01   1.6142716e+02
   8.7510465e+01   1.6605887e+02
   8.9548846e+01   1.6901765e+02
   9.1634706e+01   1.6421226e+02
   9.3769153e+01   1.5734421e+02
   9.5953317e+01   1.5316199e+02
   9.8188357e+01   1.5519643e+02
   1.0047546e+02   1.5569380e+02
   1.0281583e+02   1.6110334e+02
   1.0521072e+02   1.5869226e+02
   1.0766139e+02   1.5805617e+02
   1.1016915e+02   1.5849391e+02
   1.1273532e+02   1.5748897e+02
   1.1536126e+02   1.5829892e+02
   1.1804837e+02   1.5892683e+02
   1.2079807e+02   1.6019882e+02
   1.2361182e+02   1.6076719e+02
   1.2649111e+02   1.5545021e+02
   1.2943746e+02   1.5719545e+02
   1.3245245e+02   1.5975644e+02
   1.3553766e+02   1.5429275e+02
   1.3869474e+02   1.5876735e+02
   1.4192536e+02   1.5829735e+02
   1.4523122e+02   1.5846777e+02
   1.4861409e+02   1.6134480e+02
   1.5207576e+02   1.6010778e+02
   1.5561806e+02   1.5926889e+02
   1.5924287e+02   1.6046712e+02
   1.6295211e+02   1.5871647e+02
   1.6674775e+02   1.5860737e+02
   1.7063181e+02   1.5731779e+02
   1.7460633e+02   1.6217604e+02
   1.7867344e+02   1.5836036e+02
   1.8283528e+02   1.6071187e+02
   1.8709406e+02   1.6087739e+02
   1.9145204e+02   1.5884555e+02
   1.9591153e+02   1.5983668e+02
   2.0047489e+02   1.5909076e+02
   2.0514455e+02   1.5601977e+02
   2.0992298e+02   1.5878840e+02
   2.1481272e+02   1.5733935e+02
   2.1981635e+02   1.5898705e+02
   2.2493653e+02   1.5959068e+02
   2.3017597e+02   1.5867179e+02
   2.3553746e+02   1.5975783e+02
   2.4102383e+02   1.5774689e+02
   2.4663800e+02   1.5950559e+02
   2.5238294e+02   1.5722801e+02
   2.5826169e+02   1.5703400e+02
   2.6427738e+02   1.5978540e+02
   2.7043319e+02   1.5836470e+02
   2.7673239e+02   1.5764289e+02
   2.8317831e+02   1.5830287e+02
   2.8977438e+02   1.5809288e+02
   2.9652410e+02   1.6000543e+02
   3.0343103e+02   1.5917707e+02
   3.1049885e+02   1.5899105e+02
   3.1773129e+02   1.5927626e+02
   3.2513221e+02   1.5764417e+02
   3.3270551e+02   1.5977375e+02
   3.4045522e+02   1.5971277e+02
   3.4838544e+02   1.5899006e+02
   3.5650038e+02   1.5845736e+02
   3.6480434e+02   1.6002439e+02
   3.7330172e+02   1.5919557e+02
   3.8199703e+02   1.5945426e+02
   3.9089489e+02   1.5813586e+02
   4.0000000e+02   1.5930456e+02
   4.0931720e+02   1.6005225e+02
   4.1885142e+02   1.6078343e+02
   4.2860772e+02   1.5819684e+02
   4.3859128e+02   1.5785676e+02
   4.4880738e+02   1.5803769e+02
   4.5926145e+02   1.5801014e+02
   4.6995902e+02   1.5830273e+02
   4.8090577e+02   1.5880587e+02
   4.9210751e+02   1.5877810e+02
   5.0357016e+02   1.5876110e+02
   5.1529982e+02   1.5908034e+02
   5.2730270e+02   1.5750484e+02
   5.3958515e+02   1.5839601e+02
   5.5215371e+02   1.5839502e+02
   5.6501502e+02   1.5969864e+02
   5.7817591e+02   1.5926147e+02
   5.9164336e+02   1.5849419e+02
   6.0542450e+02   1.5920990e+02
   6.1952665e+02   1.5818093e+02
   6.3395728e+02   1.5873987e+02
   6.4872404e+02   1.5905841e+02
   6.6383476e+02   1.5866607e+02
   6.7929746e+02   1.5843872e+02
   6.9512033e+02   1.5818534e+02
   7.1131176e+02   1.5848227e+02
   7.2788034e+02   1.5884599e+02
   7.4483485e+02   1.5840954e+02
   7.6218429e+02   1.5903635e+02
   7.7993784e+02   1.5855358e+02
   7.9810493e+02   1.5898265e+02
   8.1669518e+02   1.5869395e+02
   8.3571845e+02   1.5817392e+02
   8.5518484e+02   1.5866742e+02
   8.7510465e+02   1.5849403e+02
   8.9548846e+02   1.5872642e+02
   9.1634706e+02   1.5884809e+02
   9.3769153e+02   1.5855879e+02
   9.5953317e+02   1.5910835e+02
   9.8188357e+02   1.5834809e+02
   1.0047546e+03   1.5855720e+02
   1.0281583e+03   1.5815377e+02
   1.0521072e+03   1.5851038e+02
   1.0766139e+03   1.5844954e+02
   1.1016915e+03   1.5879058e+02
   1.1273532e+03   1.5906623e+02
   1.1536126e+03   1.5879171e+02
   1.1804837e+03   1.5862518e+02
   1.2079807e+03   1.5884370e+02
   1.2361182e+03   1.5871729e+02
   1.2649111e+03   1.5882885e+02
   1.2943746e+03   1.5855498e+02
   1.3245245e+03   1.5867862e+02
   1.3553766e+03   1.5865565e+02
   1.3869474e+03   1.5871314e+02
   1.4192536e+03   1.5862199e+02
   1.4523122e+03   1.5875714e+02
   1.4861409e+03   1.5834468e+02
   1.5207576e+03   1.5841771e+02
   1.5561806e+03   1.5853204e+02
   1.5924287e+03   1.5866559e+02
   1.6295211e+03   1.5868032e+02
   1.6674775e+03   1.5874289e+02
   1.7063181e+03   1.5863141e+02
   1.7460633e+03   1.5872591e+02
   1.7867344e+03   1.5857518e+02
   1.8283528e+03   1.5841732e+02
   1.8709406e+03   1.5858371e+02
   1.9145204e+03   1.5851013e+02
   1.9591153e+03   1.5870229e+02
   2.0047489e+03   1.5855847e+02
   2.0514455e+03   1.5847670e+02
   2.0992298e+03   1.5834169e+02
   2.1481272e+03   1.5855637e+02
   2.1981635e+03   1.5849511e+02
   2.2493653e+03   1.5853443e+02
   2.3017597e+03   1.5852094e+02
   2.3553746e+03   1.5867729e+02
   2.4102383e+03   1.5850878e+02
   2.4663800e+03   1.5841236e+02
   2.5238294e+03   1.5860252e+02
   2.5826169e+03   1.5834061e+02
   2.6427738e+03   1.5842757e+02
   2.7043319e+03   1.5845736e+02
   2.7673239e+03   1.5843055e+02
   2.8317831e+03   1.5844458e+02
   2.8977438e+03   1.5831638e+02
   2.9652410e+03   1.5854363e+02
   3.0343103e+03   1.5843435e+02
   3.1049885e+03   1.5847940e+02
   3.1773129e+03   1.5847332e+02
   3.2513221e+03   1.5847211e+02
   3.3270551e+03   1.5849970e+02
   3.4045522e+03   1.5849058e+02
   3.4838544e+03   1.5828046e+02
   3.5650038e+03   1.5831976e+02
   3.6480434e+03   1.5845499e+02
   3.7330172e+03   1.5839041e+02
   3.8199703e+03   1.5838003e+02
   3.9089489e+03   1.5839552e+02
   4.0000000e+03   1.5848760e+02
   4.0931720e+03   1.5845861e+02
   4.1885142e+03   1.5843490e+02
   4.2860772e+03   1.5841621e+02
   4.3859128e+03   1.5839693e+02
   4.4880738e+03   1.5843737e+02
   4.5926145e+03   1.5850589e+02
   4.6995902e+03   1.5832200e+02
   4.8090577e+03   1.5842783e+02
   4.9210751e+03   1.5838523e+02
   5.0357016e+03   1.5839985e+02
   5.1529982e+03   1.5832623e+02
   5.2730270e+03   1.5840880e+02
   5.3958515e+03   1.5845497e+02
   5.5215371e+03   1.5838438e+02
   5.6501502e+03   1.5841735e+02
   5.7817591e+03   1.5837009e+02
   5.9164336e+03   1.5829937e+02
   6.0542450e+03   1.5840648e+02
   6.1952665e+03   1.5842652e+02
   6.3395728e+03   1.5829831e+02
   6.4872404e+03   1.5839435e+02
   6.6383476e+03   1.5836381e+02
   6.7929746e+03   1.5834143e+02
   6.9512033e+03   1.5835417e+02
   7.1131176e+03   1.5836561e+02
   7.2788034e+03   1.5833172e+02
   7.4483485e+03   1.5834499e+02
   7.6218429e+03   1.5832765e+02
   7.7993784e+03   1.5840137e+02
   7.9810493e+03   1.5837748e+02
   8.1669518e+03   1.5837270e+02
   8.3571845e+03   1.5834379e+02
   8.5518484e+03   1.5832035e+02
   8.7510465e+03   1.5830499e+02
   8.9548846e+03   1.5832035e+02
   9.1634706e+03   1.5836206e+02
   9.3769153e+03   1.5829486e+02
   9.5953317e+03   1.5829227e+02
   9.8188357e+03   1.5833040e+02
   1.0047546e+04   1.5831870e+02
   1.0281583e+04   1.5828141e+02
   1.0521072e+04   1.5829307e+02
   1.0766139e+04   1.5831274e+02
   1.1016915e+04   1.5831341e+02
   1.1273532e+04   1.5830561e+02
   1.1536126e+04   1.5831452e+02
   1.1804837e+04   1.5828491e+02
   1.2079807e+04   1.5830909e+02
   1.2361182e+04   1.5830267e+02
   1.2649111e+04   1.5832082e+02
   1.2943746e+04   1.5833158e+02
   1.3245245e+04   1.5836810e+02
   1.3553766e+04   1.5831603e+02
   1.3869474e+04   1.5828397e+02
   1.4192536e+04   1.5829683e+02
   1.4523122e+04   1.5833448e+02
   1.4861409e+04   1.5831351e+02
   1.5207576e+04   1.5829909e+02
   1.5561806e+04   1.5833078e+02
   1.5924287e+04   1.5831859e+02
   1.6295211e+04   1.5834050e+02
   1.6674775e+04   1.5833248e+02
   1.7063181e+04   1.5835199e+02
   1.7460633e+04   1.5834351e+02
   1.7867344e+04   1.5837187e+02
   1.8283528e+04   1.5838910e+02
   1.8709406e+04   1.5836723e+02
   1.9145204e+04   1.5836005e+02
   1.9591153e+04   1.5835837e+02
   2.0047489e+04   1.5837096e+02
   2.0514455e+04   1.5837610e+02
   2.0992298e+04   1.5838914e+02
   2.1481272e+04   1.5838645e+02
   2.1981635e+04   1.5838211e+02
   2.2493653e+04   1.5839724e+02
   2.3017597e+04   1.5840301e+02
   2.3553746e+04   1.5838887e+02
   2.4102383e+04   1.5840458e+02
   2.4663800e+04   1.5840733e+02
   2.5238294e+04   1.5840561e+02
   2.5826169e+04   1.5844018e+02
   2.6427738e+04   1.5845095e+02
   2.7043319e+04   1.5845141e+02
   2.7673239e+04   1.5845958e+02
   2.8317831e+04   1.5845151e+02
