1000	-30.14089966
1001.225	-30.06399918
1002.45	-30.02890968
1003.675	-29.94531822
1004.9	-29.79399681
1006.125	-29.63013268
1007.35	-29.52480125
1008.575	-29.49639893
1009.8	-29.46548843
1011.025	-29.37855339
1012.25	-29.24395561
1013.475	-29.12524605
1014.7	-29.06256104
1015.925	-29.02078056
1017.15	-28.95809555
1018.375	-28.86781502
1019.6	-28.79760361
1020.825	-28.78508949
1022.05	-28.79097366
1023.275	-28.82026863
1024.5	-28.77514458
1025.725	-28.67566681
1026.95	-28.57702446
1028.175	-28.48758125
1029.4	-28.3889389
1030.625	-28.25601387
1031.85	-28.10469055
1033.075	-27.97511101
1034.3	-27.88064957
1035.525	-27.81043816
1036.75	-27.7268486
1037.975	-27.62820625
1039.2	-27.53792763
1040.425	-27.48360443
1041.65	-27.47192574
1042.875	-27.47195625
1044.1	-27.47951126
1045.325	-27.49124718
1046.55	-27.51218033
1047.775	-27.55151176
1049	-27.6025486
1050.225	-27.60341454
1051.45	-27.52651405
1052.675	-27.42034531
1053.9	-27.31083298
1055.125	-27.20132065
1056.35	-27.08679199
1057.575	-26.97142601
1058.8	-26.86693192
1060.025	-26.78585052
1061.25	-26.71731186
1062.475	-26.6454277
1063.7	-26.55347633
1064.925	-26.44814491
1066.15	-26.34615707
1067.375	-26.25671387
1068.6	-26.18148613
1069.825	-26.12130928
1071.05	-26.07952881
1072.275	-26.06534195
1073.5	-26.06537247
1074.725	-26.07961655
1075.95	-26.10974884
1077.175	-26.12650108
1078.4	-26.08973885
1079.625	-26.02370834
1080.85	-25.93091965
1082.075	-25.81471825
1083.3	-25.68179321
1084.525	-25.54552269
1085.75	-25.42179489
1086.975	-25.32315254
1088.2	-25.24708939
1089.425	-25.1894207
1090.65	-25.14513206
1091.875	-25.11087608
1093.1	-25.08247566
1094.325	-25.0524025
1095.55	-25.01480293
1096.775	-24.96633148
1098	-24.91284561
1099.225	-24.86270332
1100.45	-24.81674194
1101.675	-24.77496147
1102.9	-24.733181
1104.125	-24.68889236
1105.35	-24.6437664
1106.575	-24.59864044
1107.8	-24.55518723
1109.025	-24.51006317
1110.25	-24.46410179
1111.475	-24.41814041
1112.7	-24.36967087
1113.925	-24.31534576
1115.15	-24.25015259
1116.375	-24.17241669
1117.6	-24.08464432
1118.825	-23.99269295
1120.05	-23.90324974
1121.275	-23.82216835
1122.5	-23.75530052
1123.725	-23.70432281
1124.95	-23.67090416
1126.175	-23.65253639
1127.4	-23.64002419
1128.625	-23.62667274
1129.85	-23.60412598
1131.075	-23.56903458
1132.3	-23.52390862
1133.525	-23.47042274
1134.75	-23.41275406
1135.975	-23.35424995
1137.2	-23.29574585
1138.425	-23.23724174
1139.65	-23.1770649
1140.875	-23.11270714
1142.1	-23.03998756
1143.325	-22.95974159
1144.55	-22.87447929
1145.775	-22.78754425
1147	-22.70144463
