  5.0000000e-003  1.0000000e+006  1.0000000e-009  1.5005000e-004  1.0000000e-007  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.7000000e-009  2.0000000e-010  1.0000000e-003  4.0000000e+002  1.0000000e+002  2.0000000e-007  8.0000000e-008  1.8000000e+001  1.0000000e-002  3.0000000e-010  2.0000000e-011  1.0000000e-010  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.1000000e-004  3.5216042e+001
  5.0000000e-003  1.0000000e+006  1.0000000e-009  1.5005000e-004  1.0000000e-007  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.7000000e-009  1.0100000e-010  1.0000000e-003  4.0000000e+002  1.0000000e+002  2.0000000e-007  8.0000000e-008  1.8000000e+001  1.0000000e-002  3.0000000e-010  2.0000000e-011  1.0000000e-010  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.1000000e-004  3.5283791e+001
  5.0000000e-003  1.0000000e+006  1.0000000e-009  1.5005000e-004  1.0000000e-007  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.7000000e-009  2.0000000e-012  1.0000000e-003  4.0000000e+002  1.0000000e+002  2.0000000e-007  8.0000000e-008  1.8000000e+001  1.0000000e-002  3.0000000e-010  2.0000000e-011  1.0000000e-010  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.1000000e-004  3.5403741e+001
  5.0000000e-003  1.0000000e+006  1.2500000e-009  1.5005000e-004  1.0000000e-007  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.7000000e-009  2.0000000e-010  1.0000000e-003  4.0000000e+002  1.0000000e+002  2.0000000e-007  8.0000000e-008  1.8000000e+001  1.0000000e-002  3.0000000e-010  2.0000000e-011  1.0000000e-010  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.1000000e-004  3.5786329e+001
  5.0000000e-003  1.0000000e+006  1.0000000e-009  1.5005000e-004  1.0000000e-007  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.7000000e-009  2.0000000e-010  1.0000000e-003  3.0000000e+002  1.0000000e+002  2.0000000e-007  8.0000000e-008  1.8000000e+001  1.0000000e-002  3.0000000e-010  2.0000000e-011  1.0000000e-010  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.1000000e-004  3.5805194e+001
  5.0000000e-003  1.0000000e+006  1.2500000e-009  1.5005000e-004  1.0000000e-007  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.7000000e-009  1.0100000e-010  1.0000000e-003  4.0000000e+002  1.0000000e+002  2.0000000e-007  8.0000000e-008  1.8000000e+001  1.0000000e-002  3.0000000e-010  2.0000000e-011  1.0000000e-010  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.1000000e-004  3.5842273e+001
  5.0000000e-003  1.0000000e+006  1.0000000e-009  1.5005000e-004  1.0000000e-007  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.7000000e-009  1.0100000e-010  1.0000000e-003  3.0000000e+002  1.0000000e+002  2.0000000e-007  8.0000000e-008  1.8000000e+001  1.0000000e-002  3.0000000e-010  2.0000000e-011  1.0000000e-010  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.1000000e-004  3.5867151e+001
  5.0000000e-003  1.0000000e+006  1.2500000e-009  1.5005000e-004  1.0000000e-007  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.7000000e-009  2.0000000e-012  1.0000000e-003  4.0000000e+002  1.0000000e+002  2.0000000e-007  8.0000000e-008  1.8000000e+001  1.0000000e-002  3.0000000e-010  2.0000000e-011  1.0000000e-010  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.1000000e-004  3.5935059e+001
  5.0000000e-003  1.0000000e+006  1.0000000e-009  1.5005000e-004  1.0000000e-007  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.7000000e-009  2.0000000e-012  1.0000000e-003  3.0000000e+002  1.0000000e+002  2.0000000e-007  8.0000000e-008  1.8000000e+001  1.0000000e-002  3.0000000e-010  2.0000000e-011  1.0000000e-010  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.1000000e-004  3.5962682e+001
  5.0000000e-003  1.0000000e+006  1.5000000e-009  1.5005000e-004  1.0000000e-007  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.7000000e-009  2.0000000e-010  1.0000000e-003  4.0000000e+002  1.0000000e+002  2.0000000e-007  8.0000000e-008  1.8000000e+001  1.0000000e-002  3.0000000e-010  2.0000000e-011  1.0000000e-010  3.0000000e-010  2.0000000e-011  1.0000000e-010  1.1000000e-004  3.6413287e+001
