  9.0000000e+003  4.8113986e+000  1.7398713e+001
  9.0975000e+003  4.9041127e+000  1.7554063e+001
  9.1961000e+003  4.9984409e+000  1.7710230e+001
  9.2958000e+003  5.0943905e+000  1.7867178e+001
  9.3965000e+003  5.1918697e+000  1.8024716e+001
  9.4983000e+003  5.2909818e+000  1.8182967e+001
  9.6013000e+003  5.3918312e+000  1.8342050e+001
  9.7053000e+003  5.4942249e+000  1.8501619e+001
  9.8105000e+003  5.5983661e+000  1.8661946e+001
  9.9168000e+003  5.7041589e+000  1.8822839e+001
  1.0024000e+004  5.8114036e+000  1.8983958e+001
  1.0133000e+004  5.9210156e+000  1.9146625e+001
  1.0243000e+004  6.0321884e+000  1.9309586e+001
  1.0354000e+004  6.1449209e+000  1.9472806e+001
  1.0466000e+004  6.2592118e+000  1.9636251e+001
  1.0579000e+004  6.3750587e+000  1.9799885e+001
  1.0694000e+004  6.4935006e+000  1.9965120e+001
  1.0810000e+004  6.6135009e+000  2.0130451e+001
  1.0927000e+004  6.7350548e+000  2.0295843e+001
  1.1045000e+004  6.8581569e+000  2.0461261e+001
  1.1165000e+004  6.9838600e+000  2.0628065e+001
  1.1286000e+004  7.1111062e+000  2.0794800e+001
  1.1408000e+004  7.2398873e+000  2.0961430e+001
  1.1532000e+004  7.3712651e+000  2.1129278e+001
  1.1657000e+004  7.5041665e+000  2.1296924e+001
  1.1783000e+004  7.6385806e+000  2.1464333e+001
  1.1911000e+004  7.7755769e+000  2.1632790e+001
  1.2040000e+004  7.9140682e+000  2.1800912e+001
  1.2170000e+004  8.0540408e+000  2.1968665e+001
  1.2302000e+004  8.1965702e+000  2.2137294e+001
  1.2436000e+004  8.3416494e+000  2.2306725e+001
  1.2570000e+004  8.4870786e+000  2.2474373e+001
  1.2707000e+004  8.6361258e+000  2.2643967e+001
  1.2844000e+004  8.7854865e+000  2.2811709e+001
  1.2984000e+004  8.9384401e+000  2.2981246e+001
  1.3124000e+004  9.0916662e+000  2.3148864e+001
  1.3266000e+004  9.2473484e+000  2.3316941e+001
  1.3410000e+004  9.4054686e+000  2.3485403e+001
  1.3556000e+004  9.5660069e+000  2.3654175e+001
  1.3702000e+004  9.7267228e+000  2.3820895e+001
  1.3851000e+004  9.8909177e+000  2.3988962e+001
  1.4001000e+004  1.0056347e+001  2.4156031e+001
  1.4153000e+004  1.0224094e+001  2.4323169e+001
  1.4306000e+004  1.0393019e+001  2.4489220e+001
  1.4461000e+004  1.0564201e+001  2.4655224e+001
  1.4618000e+004  1.0737610e+001  2.4821110e+001
  1.4776000e+004  1.0912101e+001  2.4985764e+001
  1.4936000e+004  1.1088749e+001  2.5150188e+001
  1.5098000e+004  1.1267519e+001  2.5314310e+001
  1.5262000e+004  1.1448371e+001  2.5478062e+001
  1.5427000e+004  1.1630156e+001  2.5640394e+001
  1.5594000e+004  1.1813942e+001  2.5802249e+001
  1.5763000e+004  1.1999686e+001  2.5963561e+001
  1.5934000e+004  1.2187341e+001  2.6124266e+001
  1.6107000e+004  1.2376860e+001  2.6284298e+001
  1.6281000e+004  1.2567095e+001  2.6442688e+001
  1.6458000e+004  1.2760193e+001  2.6601203e+001
  1.6636000e+004  1.2953908e+001  2.6757984e+001
  1.6816000e+004  1.3149284e+001  2.6913878e+001
  1.6999000e+004  1.3347351e+001  2.7069676e+001
  1.7183000e+004  1.3545876e+001  2.7223612e+001
  1.7369000e+004  1.3745889e+001  2.7376494e+001
  1.7557000e+004  1.3947330e+001  2.7528269e+001
  1.7748000e+004  1.4151206e+001  2.7679675e+001
  1.7940000e+004  1.4355308e+001  2.7829071e+001
  1.8134000e+004  1.4560646e+001  2.7977213e+001
  1.8331000e+004  1.4768210e+001  2.8124800e+001
  1.8529000e+004  1.4975814e+001  2.8270286e+001
  1.8730000e+004  1.5185496e+001  2.8415104e+001
  1.8933000e+004  1.5396128e+001  2.8558470e+001
  1.9138000e+004  1.5607639e+001  2.8700348e+001
  1.9346000e+004  1.5820982e+001  2.8841376e+001
  1.9555000e+004  1.6034024e+001  2.8980162e+001
  1.9767000e+004  1.6248736e+001  2.9118008e+001
  1.9982000e+004  1.6465021e+001  2.9254845e+001
  2.0198000e+004  1.6680784e+001  2.9389372e+001
  2.0417000e+004  1.6897950e+001  2.9522816e+001
  2.0638000e+004  1.7115435e+001  2.9654525e+001
  2.0862000e+004  1.7334135e+001  2.9785061e+001
  2.1088000e+004  1.7552980e+001  2.9913805e+001
  2.1316000e+004  1.7771888e+001  3.0040745e+001
  2.1547000e+004  1.7991729e+001  3.0166411e+001
  2.1781000e+004  1.8212396e+001  3.0290760e+001
  2.2017000e+004  1.8432849e+001  3.0413237e+001
  2.2256000e+004  1.8653929e+001  3.0534343e+001
  2.2497000e+004  1.8874612e+001  3.0653555e+001
  2.2741000e+004  1.9095722e+001  3.0771357e+001
  2.2987000e+004  1.9316252e+001  3.0887255e+001
  2.3236000e+004  1.9537007e+001  3.1001717e+001
  2.3488000e+004  1.9757874e+001  3.1114723e+001
  2.3742000e+004  1.9977880e+001  3.1225823e+001
  2.4000000e+004  2.0198648e+001  3.1335884e+001
  2.4260000e+004  2.0418354e+001  3.1444041e+001
  2.4523000e+004  2.0637748e+001  3.1550723e+001
  2.4788000e+004  2.0855901e+001  3.1655537e+001
  2.5057000e+004  2.1074352e+001  3.1759280e+001
  2.5329000e+004  2.1292160e+001  3.1861556e+001
  2.5603000e+004  2.1508433e+001  3.1962014e+001
  2.5880000e+004  2.1723870e+001  3.2061050e+001
  2.6161000e+004  2.1939124e+001  3.2159024e+001
  2.6444000e+004  2.2152557e+001  3.2255261e+001
  2.6731000e+004  2.2365574e+001  3.2350467e+001
  2.7021000e+004  2.2577309e+001  3.2444327e+001
