-0.0025033 -0.113196
-0.0024933 -0.119595
-0.0024833 -0.119595
-0.0024733 -0.119595
-0.0024633 -0.109996
-0.0024533 -0.100396
-0.0024433 -0.0779969
-0.0024333 -0.0523979
-0.0024233 -0.0331986
-0.0024133 -0.0139994
-0.0024033 0.002
-0.0023933 0.0115996
-0.0023833 0.0211993
-0.0023733 0.027599
-0.0023633 0.0371986
-0.0023533 0.0467983
-0.0023433 0.0563979
-0.0023333 0.0627977
-0.0023233 0.0723973
-0.0023133 0.0787971
-0.0023033 0.0883967
-0.0022933 0.0947964
-0.0022833 0.0979963
-0.0022733 0.0979963
-0.0022633 0.0979963
-0.0022533 0.0851968
-0.0022433 0.0883967
-0.0022333 0.0819969
-0.0022233 0.0595978
-0.0022133 0.0467983
-0.0022033 0.027599
-0.0021933 0.0179994
-0.0021833 0.00839975
-0.0021733 0.00519988
-0.0021633 0.0115996
-0.0021533 0.0243991
-0.0021433 0.0339988
-0.0021333 0.053198
-0.0021233 0.0787971
-0.0021133 0.0947964
-0.0021033 0.101196
-0.0020933 0.101196
-0.0020833 0.0947964
-0.0020733 0.0851968
-0.0020633 0.0787971
-0.0020533 0.0755972
-0.0020433 0.0723973
-0.0020333 0.0787971
-0.0020233 0.0787971
-0.0020133 0.0787971
-0.0020033 0.0723973
-0.0019933 0.0595978
-0.0019833 0.0307989
-0.0019733 -0.0107995
-0.0019633 -0.0523979
-0.0019533 -0.0939963
-0.0019433 -0.132395
-0.0019333 -0.164394
-0.0019233 -0.183593
-0.0019133 -0.193193
-0.0019033 -0.177193
-0.0018933 -0.161194
-0.0018833 -0.148394
-0.0018733 -0.135595
-0.0018633 -0.122795
-0.0018533 -0.109996
-0.0018433 -0.113196
-0.0018333 -0.106796
-0.0018233 -0.106796
-0.0018133 -0.100396
-0.0018033 -0.0907964
-0.0017933 -0.0779969
-0.0017833 -0.0523979
-0.0017733 -0.023599
-0.0017633 -0.0107995
-0.0017533 0.0115996
-0.0017433 0.0179994
-0.0017333 0.027599
-0.0017233 0.0307989
-0.0017133 0.0307989
-0.0017033 0.0307989
-0.0016933 0.0243991
-0.0016833 0.027599
-0.0016733 0.0307989
-0.0016633 0.0339988
-0.0016533 0.0371986
-0.0016433 0.0499982
-0.0016333 0.0467983
-0.0016233 0.0563979
-0.0016133 0.0659975
-0.0016033 0.0691974
-0.0015933 0.0627977
-0.0015833 0.0755972
-0.0015733 0.0691974
-0.0015633 0.0595978
-0.0015533 0.0499982
-0.0015433 0.0403985
-0.0015333 0.0307989
-0.0015233 0.0307989
-0.0015133 0.0307989
-0.0015033 0.0339988
-0.0014933 0.0467983
-0.0014833 0.0627977
-0.0014733 0.0755972
-0.0014633 0.101196
-0.0014533 0.110796
-0.0014433 0.117196
-0.0014333 0.113996
-0.0014233 0.104396
-0.0014133 0.0883967
-0.0014033 0.0819969
-0.0013933 0.0787971
-0.0013833 0.0723973
-0.0013733 0.0723973
-0.0013633 0.0755972
-0.0013533 0.0691974
-0.0013433 0.0691974
-0.0013333 0.0467983
-0.0013233 0.0211993
-0.0013133 -0.0139994
-0.0013033 -0.0555978
-0.0012933 -0.100396
-0.0012833 -0.138795
-0.0012733 -0.170793
-0.0012633 -0.196392
-0.0012533 -0.193193
-0.0012433 -0.189993
-0.0012333 -0.170793
-0.0012233 -0.154794
-0.0012133 -0.138795
-0.0012033 -0.125995
-0.0011933 -0.109996
-0.0011833 -0.103596
-0.0011733 -0.100396
-0.0011633 -0.0875966
-0.0011533 -0.0811968
-0.0011433 -0.0651974
-0.0011333 -0.049198
-0.0011233 -0.0267989
-0.0011133 -0.00439975
-0.0011033 0.0147995
-0.0010933 0.0307989
-0.0010833 0.0339988
-0.0010733 0.0403985
-0.0010633 0.0339988
-0.0010533 0.027599
-0.0010433 0.0147995
-0.0010333 0.0115996
-0.0010233 0.002
-0.0010133 -0.00439975
-0.0010033 -0.00119988
-0.000993296 0.00519988
-0.000983296 0.00839975
-0.000973296 0.0115996
-0.000963296 0.0243991
-0.000953296 0.0307989
-0.000943296 0.0403985
-0.000933296 0.053198
-0.000923296 0.0627977
-0.000913296 0.0627977
-0.000903296 0.0659975
-0.000893296 0.0659975
-0.000883296 0.0563979
-0.000873296 0.0595978
-0.000863296 0.0595978
-0.000853296 0.0627977
-0.000843296 0.0691974
-0.000833296 0.0787971
-0.000823296 0.0947964
-0.000813296 0.110796
-0.000803296 0.120395
-0.000793296 0.126795
-0.000783296 0.126795
-0.000773296 0.123595
-0.000763296 0.113996
-0.000753296 0.0915966
-0.000743296 0.0755972
-0.000733296 0.0563979
-0.000723296 0.053198
-0.000713296 0.053198
-0.000703296 0.0499982
-0.000693296 0.0563979
-0.000683296 0.053198
-0.000673296 0.0403985
-0.000663296 0.0211993
-0.000653296 -0.0139994
-0.000643296 -0.0555978
-0.000633296 -0.0939963
-0.000623296 -0.138795
-0.000613296 -0.164394
-0.000603296 -0.186793
-0.000593296 -0.189993
-0.000583296 -0.183593
-0.000573296 -0.167593
-0.000563296 -0.154794
-0.000553296 -0.129195
-0.000543296 -0.113196
-0.000533296 -0.100396
-0.000523296 -0.0875966
-0.000513296 -0.0875966
-0.000503296 -0.0811968
-0.000493296 -0.0715972
-0.000483296 -0.0555978
-0.000473296 -0.0395984
-0.000463296 -0.0203991
-0.000453296 0.00519988
-0.000443296 0.0211993
-0.000433296 0.0371986
-0.000423296 0.0403985
-0.000413296 0.0339988
-0.000403296 0.0243991
-0.000393296 0.0147995
-0.000383296 0.00519988
-0.000373296 -0.0107995
-0.000363296 -0.023599
-0.000353296 -0.023599
-0.000343296 -0.0331986
-0.000333296 -0.0299988
-0.000323296 -0.0267989
-0.000313296 -0.0139994
-0.000303296 -0.00119988
-0.000293296 0.00839975
-0.000283296 0.0147995
-0.000273296 0.0339988
-0.000263296 0.0435984
-0.000253296 0.0627977
-0.000243296 0.0691974
-0.000233296 0.0755972
-0.000223296 0.0851968
-0.000213296 0.0883967
-0.000203296 0.0915966
-0.000193296 0.0979963
-0.000183296 0.107596
-0.000173296 0.110796
-0.000163296 0.126795
-0.000153296 0.136395
-0.000143296 0.142795
-0.000133296 0.142795
-0.000123296 0.139595
-0.000113296 0.123595
-0.000103296 0.107596
-9.32957e-005 0.0851968
-8.32957e-005 0.0595978
-7.32957e-005 0.0403985
-6.32957e-005 0.027599
-5.32957e-005 0.0243991
-4.32957e-005 0.0243991
-3.32957e-005 0.0339988
-2.32957e-005 0.0307989
-1.32957e-005 0.0243991
-3.29567e-006 0.00839975
6.70433e-006 -0.0171993
1.67043e-005 -0.049198
2.67043e-005 -0.0907964
3.67043e-005 -0.125995
4.67043e-005 -0.151594
5.67043e-005 -0.164394
6.67043e-005 -0.173993
7.67043e-005 -0.164394
8.67043e-005 -0.148394
9.67043e-005 -0.135595
0.000106704 -0.113196
0.000116704 -0.0971962
0.000126704 -0.0875966
0.000136704 -0.0779969
0.000146704 -0.0779969
0.000156704 -0.0747971
0.000166704 -0.0619975
0.000176704 -0.0555978
0.000186704 -0.0395984
0.000196704 -0.0171993
0.000206704 0.00519988
0.000216704 0.0211993
0.000226704 0.0307989
0.000236704 0.0307989
0.000246704 0.0307989
0.000256704 0.0211993
0.000266704 -0.00119988
0.000276704 -0.0139994
0.000286704 -0.0299988
0.000296704 -0.0459982
0.000306704 -0.0523979
0.000316704 -0.0555978
0.000326704 -0.0523979
0.000336704 -0.049198
0.000346704 -0.0427983
0.000356704 -0.0299988
0.000366704 -0.0203991
0.000376704 -0.00119988
0.000386704 0.0211993
0.000396704 0.0467983
0.000406704 0.0627977
0.000416704 0.0723973
0.000426704 0.0979963
0.000436704 0.104396
0.000446704 0.110796
0.000456704 0.117196
0.000466704 0.136395
0.000476704 0.136395
0.000486704 0.149194
0.000496704 0.149194
0.000506704 0.158794
0.000516704 0.168394
0.000526704 0.152394
0.000536704 0.149194
0.000546704 0.123595
0.000556704 0.104396
0.000566704 0.0691974
0.000576704 0.0403985
0.000586704 0.0179994
0.000596704 0.002
0.000606704 -0.00759963
0.000616704 -0.00759963
0.000626704 0.002
0.000636704 0.0115996
0.000646704 0.00519988
0.000656704 -0.00119988
0.000666704 -0.0267989
0.000676704 -0.0459982
0.000686704 -0.0747971
0.000696704 -0.106796
0.000706704 -0.129195
0.000716704 -0.145194
0.000726704 -0.145194
0.000736704 -0.141994
0.000746704 -0.122795
0.000756704 -0.106796
0.000766704 -0.0843967
0.000776704 -0.0683973
0.000786704 -0.0651974
0.000796704 -0.0619975
0.000806704 -0.0715972
0.000816704 -0.0683973
0.000826704 -0.0651974
0.000836704 -0.0555978
0.000846704 -0.0523979
0.000856704 -0.0299988
0.000866704 -0.0107995
0.000876704 -0.00119988
0.000886704 0.0115996
0.000896704 0.0179994
0.000906704 0.0115996
0.000916704 -0.00439975
0.000926704 -0.00759963
0.000936704 -0.0267989
0.000946704 -0.0459982
0.000956704 -0.0555978
0.000966704 -0.0715972
0.000976704 -0.0747971
0.000986704 -0.0683973
0.000996704 -0.0651974
0.0010067 -0.0555978
0.0010167 -0.0395984
0.0010267 -0.0267989
0.0010367 -0.00439975
0.0010467 0.0211993
0.0010567 0.0435984
0.0010667 0.0659975
0.0010767 0.0883967
0.0010867 0.104396
0.0010967 0.117196
0.0011067 0.129995
0.0011167 0.133195
0.0011267 0.149194
0.0011367 0.158794
0.0011467 0.165194
0.0011567 0.171593
0.0011667 0.177993
0.0011767 0.174793
0.0011867 0.171593
0.0011967 0.152394
0.0012067 0.126795
0.0012167 0.0979963
0.0012267 0.0563979
0.0012367 0.027599
0.0012467 -0.00759963
0.0012567 -0.0203991
0.0012667 -0.0299988
